Make,Model,Year,Color,Mileage,Transmission,Fuel,Price,Location,Date,URL
Kia,Sportage,2008,,145000,Automatique,Essence,"5 000 000
FCFA",Riviera,07/07,https://media.jumiadeals.com/ci_live/8ead1af9c65f04978d4e787.desktop-gallery-large.jpg
Hyundai,Tucson,2015,,41000,Automatique,Essence,"12 500 000
FCFA",Angré,06/07,https://media.jumiadeals.com/ci_live/9935d014f65f035764a9245.desktop-gallery-large.jpg
BMW,1,2010,,6900,Automatique,Essence,"4 500 000
FCFA",Yopougon,04/07,https://media.jumiadeals.com/ci_live/8198353b3a5f00dbafa8e21.desktop-gallery-large.jpg
Mercedes,G -class,2018,,,Automatique,Essence,"48 000 000
FCFA",Cocody,04/07,https://media.jumiadeals.com/ci_live/6e84dc02985f00cccc991bf.desktop-gallery-large.jpg
Hyundai,Santa Fe,2015,,65000,Automatique,Essence,"10 745 000
FCFA",Yopougon,04/07,https://media.jumiadeals.com/ci_live/d03c4fae6f5f00d7feb8d3f.desktop-gallery-large.jpg
Hyundai,Sonata,2015,,60000,Automatique,Essence,"11 800 000
FCFA",Koumassi,04/07,https://media.jumiadeals.com/ci_live/325e04bec75f00d5b4215dc.desktop-gallery-large.jpg
Kia,Sorento,2016,,103000,Automatique,Essence,"14 000 000
FCFA",Angré,04/07,https://media.jumiadeals.com/ci_live/ad8d50eaf75f00d7afeb48c.desktop-gallery-large.jpg
Peugeot,406,2000,,202000,Manuelle,Essence,"2 400 000
FCFA",Cocody,01/07,https://media.jumiadeals.com/ci_live/60bc15ee625efc91083a0c4.desktop-gallery-large.jpg
Peugeot,406,2000,,230,Manuelle,Essence,"2 000 000
FCFA",Abobo,04/07,https://media.jumiadeals.com/ci_live/f2198d98415f00d1302b719.desktop-gallery-large.jpg
Mercedes,E -class,2011,,120000,Automatique,Diesel,"6 500 000
FCFA",Cocody,04/07,https://media.jumiadeals.com/ci_live/9ebc37c3745f00d47125fc1.desktop-gallery-large.jpg
Ford,Focus,2001,,150752,Manuelle,Essence,"2 800 000
FCFA",Cocody,04/07,https://media.jumiadeals.com/ci_live/f588a858035f00d97672484.desktop-gallery-large.jpg
Mercedes,G -class,2018,,,Automatique,Essence,"48 000 000
FCFA",Cocody,04/07,https://deals.jumia.ci/deals/images/placeholders/ve/cars.jpg
Suzuki,Alto,2018,,120000,Manuelle,Essence,"3 400 000
FCFA",Angré,06/07,https://media.jumiadeals.com/ci_live/e659eb7afc5f0300766f436.desktop-gallery-large.jpg
Hyundai,Tucson,2015,,41000,Automatique,Essence,"12 500 000
FCFA",Angré,06/07,https://media.jumiadeals.com/ci_live/9935d014f65f035764a9245.desktop-gallery-large.jpg
BMW,Série 3,1999,,175,Manuelle,Essence,"1 550 000
FCFA",Cocody,04/07,https://media.jumiadeals.com/ci_live/c19084819e5f017fb97ade3.desktop-gallery-large.jpg
BMW,3,2001,,147000,Manuelle,Essence,"3 250 000
FCFA",Yopougon,03/07,https://media.jumiadeals.com/ci_live/d97afa02625eff596473e3e.desktop-gallery-large.jpg
Hyundai,Tucson,2010,,102000,Automatique,Essence,"6 485 000
FCFA",Cocody,04/07,https://media.jumiadeals.com/ci_live/910d20e2b85f00c50df3264.desktop-gallery-large.jpg
Hyundai,Accent,2015,,68000,Automatique,Essence,"7 496 000
FCFA",Cocody,04/07,https://media.jumiadeals.com/ci_live/71b6a207ce5f00cd077e580.desktop-gallery-large.jpg
Suzuki,Alto,2018,,120000,Manuelle,Essence,"3 400 000
FCFA",Angré,06/07,https://media.jumiadeals.com/ci_live/e659eb7afc5f0300766f436.desktop-gallery-large.jpg
Mercedes,C -class,2002,,,Automatique,Essence,"2 800 000
FCFA",Yopougon,04/07,https://media.jumiadeals.com/ci_live/85204643855f00c5559f1f5.desktop-gallery-large.jpg
BMW,Série 3,2002,,138000,Manuelle,Essence,"2 799 000
FCFA",Marcory,04/07,https://media.jumiadeals.com/ci_live/5b8d466dac5f00cb36ec57c.desktop-gallery-large.jpg
Mercedes,C -class,2008,,,Automatique,Essence,"6 800 000
FCFA",Angré,04/07,https://media.jumiadeals.com/ci_live/823a8ee2a25f00c8e299127.desktop-gallery-large.jpg
Mercedes,C -class,2004,,,Automatique,Essence,"4 500 000
FCFA",Riviera,04/07,https://media.jumiadeals.com/ci_live/735fd9e2805f00c79287945.desktop-gallery-large.jpg
Mercedes,C -class,2008,,,Automatique,Essence,"6 800 000
FCFA",Yopougon,04/07,https://media.jumiadeals.com/ci_live/71c814c9f95f00c9e4b70ce.desktop-gallery-large.jpg
Peugeot,407,2004,,183000,Manuelle,Essence,"2 090 000
FCFA",Cocody,04/07,https://media.jumiadeals.com/ci_live/2ed6e7583a5effb0996db0b.desktop-gallery-large.jpg
Mercedes,C -class,2016,,,Automatique,Essence,"26 000 000
FCFA",Cocody,04/07,https://deals.jumia.ci/deals/images/placeholders/ve/cars.jpg
Kia,Sportage,2017,,50000,Automatique,Essence,"17 000 000
FCFA",Cocody,04/07,https://media.jumiadeals.com/ci_live/a4ec7802755f00c63246aa9.desktop-gallery-large.jpg
Mercedes,ML -class AMG,2013,,57000,Automatique,Essence,"15 000 000
FCFA",Cocody,04/07,https://media.jumiadeals.com/ci_live/deb697c4b15f00cb9ae92d4.desktop-gallery-large.jpg
Mitsubishi,ASX,2011,,120000,Automatique,Essence,"7 500 000
FCFA",Cocody,04/07,https://media.jumiadeals.com/ci_live/ae2eae02fa5f00c8c76fb23.desktop-gallery-large.jpg
BMW,3,2001,,147000,Manuelle,Essence,"3 250 000
FCFA",Yopougon,03/07,https://media.jumiadeals.com/ci_live/d97afa02625eff596473e3e.desktop-gallery-large.jpg
Mercedes,C -class,2008,,,Automatique,Essence,"6 800 000
FCFA",Riviera,04/07,https://deals.jumia.ci/deals/images/placeholders/ve/cars.jpg
Hyundai,Tucson,2010,,101000,Automatique,Essence,"6 498 000
FCFA",Cocody,04/07,https://media.jumiadeals.com/ci_live/910d20e2b85f00c50df3264.desktop-gallery-large.jpg
BMW,X3,2006,,190000,Automatique,Essence,"4 070 000
FCFA",Cocody,04/07,https://media.jumiadeals.com/ci_live/a5bb0c12045f008e73d4d3e.desktop-gallery-large.jpg
Peugeot,406,2000,,230,Manuelle,Essence,"2 000 000
FCFA",Abobo,04/07,https://media.jumiadeals.com/ci_live/f2198d98415f00d1302b719.desktop-gallery-large.jpg
Kia,Sportage,2008,,145000,Automatique,Essence,"5 000 000
FCFA",Riviera,07/07,https://media.jumiadeals.com/ci_live/8ead1af9c65f04978d4e787.desktop-gallery-large.jpg
BMW,3,2001,,147000,Manuelle,Essence,"3 250 000
FCFA",Yopougon,03/07,https://media.jumiadeals.com/ci_live/d97afa02625eff596473e3e.desktop-gallery-large.jpg
Hyundai,Santa Fe,2017,,24000,Automatique,Essence,"16 500 000
FCFA",Anyama,03/07,https://media.jumiadeals.com/ci_live/7e6b5e457b5eff74248a2cb.desktop-gallery-large.jpg
Suzuki,Alto,2018,,120000,Manuelle,Essence,"3 400 000
FCFA",Angré,06/07,https://media.jumiadeals.com/ci_live/e659eb7afc5f0300766f436.desktop-gallery-large.jpg
Mercedes,C -class,2016,,,Automatique,Essence,"26 000 000
FCFA",Riviera,04/07,https://media.jumiadeals.com/ci_live/3a666d762e5f00c6d02352d.desktop-gallery-large.jpg
Great Wall,Haval H9,2017,,37000,Automatique,Essence,"16 500 000
FCFA",Abidjan,01/07,https://media.jumiadeals.com/ci_live/cf10c88aed5ef1d63a2f284.desktop-gallery-large.jpg
Toyota,Prado,2014,,110000,Automatique,Essence,"20 500 000
FCFA",Cocody,04/07,https://media.jumiadeals.com/ci_live/1fc97454d15f00cbc78a3f1.desktop-gallery-large.jpg
Peugeot,406,2000,,230,Manuelle,Essence,"2 000 000
FCFA",Abobo,04/07,https://media.jumiadeals.com/ci_live/f2198d98415f00d1302b719.desktop-gallery-large.jpg
Land rover,Freelander,1998,,205000,Manuelle,Essence,"3 500 000
FCFA",Abobo,04/07,https://media.jumiadeals.com/ci_live/b9c897284a5f00c6492ff3f.desktop-gallery-large.jpg
BMW,Série 3,2001,,,Manuelle,Essence,"2 194 000
FCFA",Yopougon,04/07,https://media.jumiadeals.com/ci_live/7b4816f6ca5f00ca8eec836.desktop-gallery-large.jpg
Mercedes,C -class,2008,,,Automatique,Essence,"6 800 000
FCFA",Riviera,04/07,https://media.jumiadeals.com/ci_live/e819b513435f00c94152969.desktop-gallery-large.jpg
Mazda,CX-7,2008,,107000,Automatique,Essence,"4 500 000
FCFA",Riviera,05/07,https://media.jumiadeals.com/ci_live/98f53d394f5f0247843c223.desktop-gallery-large.jpg
Hyundai,Santa Fe,2015,,,Automatique,Essence,"14 000 000
FCFA",Cocody,04/07,https://media.jumiadeals.com/ci_live/8296e6d3da5f00ca9d3f33f.desktop-gallery-large.jpg
Mercedes,C -class,2016,,,Automatique,Essence,"26 000 000
FCFA",Angré,04/07,https://media.jumiadeals.com/ci_live/61f2da1d725f03d2254f815.desktop-gallery-large.jpg
Hyundai,Santa Fe,2006,,00000,Automatique,Essence,"7 000 000
FCFA",Angré,04/07,https://media.jumiadeals.com/ci_live/b572eeada35f00ca69ec6e5.desktop-gallery-large.jpg
Honda,CR-V,2003,,,Automatique,Essence,"3 594 000
FCFA",Angré,04/07,https://media.jumiadeals.com/ci_live/88c6d6afc15f00c8411e5b5.desktop-gallery-large.jpg
Mercedes,C -class,2016,,,Automatique,Essence,"26 000 000
FCFA",Cocody,04/07,https://media.jumiadeals.com/ci_live/8054747c5a5f00c65c05f2c.desktop-gallery-large.jpg
Mercedes,C -class,2006,,,Automatique,Essence,"4 500 000
FCFA",Marcory,04/07,https://media.jumiadeals.com/ci_live/289e17062d5f00c7ee08580.desktop-gallery-large.jpg
Toyota,Land Cruiser,2014,,120000,Manuelle,Diesel,"25 000 000
FCFA",Cocody,04/07,https://media.jumiadeals.com/ci_live/8b279a0c785f00ca03c04f4.desktop-gallery-large.jpg
Hyundai,Tucson,2015,,41000,Automatique,Essence,"12 500 000
FCFA",Angré,06/07,https://media.jumiadeals.com/ci_live/9935d014f65f035764a9245.desktop-gallery-large.jpg
Toyota,Yaris,2015,,,Manuelle,Essence,"3 000 000
FCFA",Cocody,04/07,https://media.jumiadeals.com/ci_live/67ec62e6be5f00cbaa4efe5.desktop-gallery-large.jpg
Mazda,CX-7,2008,,107000,Automatique,Essence,"4 500 000
FCFA",Riviera,05/07,https://media.jumiadeals.com/ci_live/98f53d394f5f0247843c223.desktop-gallery-large.jpg
Peugeot,206,2002,,170000,Automatique,Essence,"2 000 000
FCFA",Angré,04/07,https://media.jumiadeals.com/ci_live/485d11784e5f00c8e7b50c5.desktop-gallery-large.jpg
Ford,Focus,2004,,,Manuelle,Essence,"3 200 000
FCFA",Riviera,04/07,https://media.jumiadeals.com/ci_live/7684b2ef225f00c95053f0d.desktop-gallery-large.jpg
Peugeot,406,2001,,,Automatique,Essence,"2 750 000
FCFA",Angré,04/07,https://media.jumiadeals.com/ci_live/2b6bf354685f00c9ce787e8.desktop-gallery-large.jpg
Peugeot,406,2000,,230,Manuelle,Essence,"2 000 000
FCFA",Abobo,04/07,https://media.jumiadeals.com/ci_live/f2198d98415f00d1302b719.desktop-gallery-large.jpg
Hyundai,Tucson,2010,,102000,Automatique,Essence,"6 498 000
FCFA",Cocody,04/07,https://media.jumiadeals.com/ci_live/f028bab06c5f00c5151934e.desktop-gallery-large.jpg
Peugeot,406,2000,,202000,Manuelle,Essence,"2 400 000
FCFA",Cocody,01/07,https://media.jumiadeals.com/ci_live/60bc15ee625efc91083a0c4.desktop-gallery-large.jpg
Hyundai,Tucson,2015,,41000,Automatique,Essence,"12 500 000
FCFA",Angré,06/07,https://media.jumiadeals.com/ci_live/9935d014f65f035764a9245.desktop-gallery-large.jpg
Great Wall,Haval H9,2017,,37000,Automatique,Essence,"16 500 000
FCFA",Abidjan,01/07,https://media.jumiadeals.com/ci_live/cf10c88aed5ef1d63a2f284.desktop-gallery-large.jpg
Mercedes,C -class,2002,,,Automatique,Essence,"2 800 000
FCFA",Abobo,04/07,https://media.jumiadeals.com/ci_live/910d20e2b85f00c50d68e32.desktop-gallery-large.jpg
Hyundai,Tucson,2015,,41000,Automatique,Essence,"12 500 000
FCFA",Angré,06/07,https://media.jumiadeals.com/ci_live/9935d014f65f035764a9245.desktop-gallery-large.jpg
Renault,Duster,2012,,160000,Manuelle,Essence,"4 550 000
FCFA",Cocody,04/07,https://media.jumiadeals.com/ci_live/fb728cb58d5f0380810352c.desktop-gallery-large.jpg
Hummer,H3,2006,,46000,Automatique,Essence,"12 000 000
FCFA",2 Plateaux,04/07,https://media.jumiadeals.com/ci_live/5b119a11f85f00c43b5dd22.desktop-gallery-large.jpg
Peugeot,407,2005,,121000,Manuelle,Essence,"1 450 000
FCFA",2 Plateaux,04/07,https://media.jumiadeals.com/ci_live/1e86f92b4d5f00c2e9c78b0.desktop-gallery-large.jpg
Mazda,5,2018,,1,Automatique,Essence,"13 000 000
FCFA",Yopougon,04/07,https://media.jumiadeals.com/ci_live/6300af653b5f00c42a3cd8d.desktop-gallery-large.jpg
Mercedes,C -class,2003,,121000,Automatique,Essence,"3 000 000
FCFA",2 Plateaux,04/07,https://media.jumiadeals.com/ci_live/2143756e6e5f00c2924b9de.desktop-gallery-large.jpg
Renault,Kangoo,2001,,175,Manuelle,Diesel,"1 750 000
FCFA",Cocody,04/07,https://media.jumiadeals.com/ci_live/df8b6e57d95f00bf2c52bda.desktop-gallery-large.jpg
Hyundai,i10,2018,,40000,Automatique,Essence,"7 500 000
FCFA",2 Plateaux,04/07,https://media.jumiadeals.com/ci_live/1671c689f15f00bdbf34cf2.desktop-gallery-large.jpg
Peugeot,206,1999,,185,Manuelle,Essence,"1 550 000
FCFA",Cocody,04/07,https://media.jumiadeals.com/ci_live/7e4c8538665f00be6794ee7.desktop-gallery-large.jpg
Great Wall,Haval H9,2017,,37000,Automatique,Essence,"16 500 000
FCFA",Abidjan,01/07,https://media.jumiadeals.com/ci_live/cf10c88aed5ef1d63a2f284.desktop-gallery-large.jpg
BMW,3,2001,,147000,Manuelle,Essence,"3 250 000
FCFA",Yopougon,03/07,https://media.jumiadeals.com/ci_live/d97afa02625eff596473e3e.desktop-gallery-large.jpg
Suzuki,Alto,2018,,120000,Manuelle,Essence,"3 400 000
FCFA",Angré,06/07,https://media.jumiadeals.com/ci_live/e659eb7afc5f0300766f436.desktop-gallery-large.jpg
BMW,1,2002,,168000,Automatique,Essence,"3 300 000
FCFA",Yopougon,04/07,https://media.jumiadeals.com/ci_live/7c0069dc175f00bff43084e.desktop-gallery-large.jpg
Peugeot,406,2000,,202000,Manuelle,Essence,"2 400 000
FCFA",Cocody,01/07,https://media.jumiadeals.com/ci_live/60bc15ee625efc91083a0c4.desktop-gallery-large.jpg
Hyundai,Santa Fe,2017,,24000,Automatique,Essence,"16 500 000
FCFA",Anyama,03/07,https://media.jumiadeals.com/ci_live/7e6b5e457b5eff74248a2cb.desktop-gallery-large.jpg
Hyundai,Tucson,2015,,97000,Automatique,Essence,"9 894 000
FCFA",Marcory,04/07,https://media.jumiadeals.com/ci_live/238665cad25f00c0c09b057.desktop-gallery-large.jpg
Mercedes,C -class,2002,,,Automatique,Essence,"2 800 000
FCFA",Abobo,04/07,https://media.jumiadeals.com/ci_live/910d20e2b85f00c50d68e32.desktop-gallery-large.jpg
Hyundai,Santa Fe,2017,,24000,Automatique,Essence,"16 500 000
FCFA",Anyama,03/07,https://media.jumiadeals.com/ci_live/7e6b5e457b5eff74248a2cb.desktop-gallery-large.jpg
Mercedes,C -class,2004,,,Automatique,Essence,"4 500 000
FCFA",Yopougon,04/07,https://media.jumiadeals.com/ci_live/f69bbc1a3a5f00c47989191.desktop-gallery-large.jpg
Suzuki,Alto,2018,,120000,Manuelle,Essence,"3 400 000
FCFA",Angré,06/07,https://media.jumiadeals.com/ci_live/e659eb7afc5f0300766f436.desktop-gallery-large.jpg
Hyundai,H1,2016,,65000,Manuelle,Diesel,"9 200 000
FCFA",Marcory,04/07,https://media.jumiadeals.com/ci_live/143a47a97b5f00c2bf4c45c.desktop-gallery-large.jpg
Mercedes,CLK -class,1999,,175,Manuelle,Essence,"1 850 000
FCFA",Cocody,04/07,https://media.jumiadeals.com/ci_live/55a58ea6f85f00bfb9beac9.desktop-gallery-large.jpg
Mercedes,C -class,2004,,,Automatique,Essence,"3 500 000
FCFA",Koumassi,04/07,https://media.jumiadeals.com/ci_live/ce1f6834705f03d22a826c4.desktop-gallery-large.jpg
Ford,Edge,2008,,168000,Automatique,Essence,"5 495 000
FCFA",Cocody,04/07,https://media.jumiadeals.com/ci_live/80d99398275f00c3b29a9bb.desktop-gallery-large.jpg
Mercedes,C -class,2004,,,Automatique,Essence,"3 500 000
FCFA",Yopougon,04/07,https://media.jumiadeals.com/ci_live/1e1b849e185f03d23379310.desktop-gallery-large.jpg
Peugeot,407,2004,,183000,Manuelle,Essence,"2 095 000
FCFA",Cocody,04/07,https://media.jumiadeals.com/ci_live/2ed6e7583a5effb099b8c01.desktop-gallery-large.jpg
Peugeot,206,2000,,170875,Manuelle,Essence,"1 850 000
FCFA",Riviera,04/07,https://media.jumiadeals.com/ci_live/857ea8b6545f00c4781bc1e.desktop-gallery-large.jpg
Mercedes,C -class,2004,,,Automatique,Essence,"3 500 000
FCFA",Cocody,04/07,https://media.jumiadeals.com/ci_live/f32166d7815f03d22e23380.desktop-gallery-large.jpg
Peugeot,406,2000,,230,Manuelle,Essence,"2 000 000
FCFA",Abobo,04/07,https://media.jumiadeals.com/ci_live/f2198d98415f00d1302b719.desktop-gallery-large.jpg
Great Wall,Haval H9,2017,,37000,Automatique,Essence,"16 500 000
FCFA",Abidjan,01/07,https://media.jumiadeals.com/ci_live/cf10c88aed5ef1d63a2f284.desktop-gallery-large.jpg
Renault,Duster,2011,,163000,Manuelle,Essence,"5 300 000
FCFA",Riviera,04/07,https://media.jumiadeals.com/ci_live/26815feb2b5f00c39de65fc.desktop-gallery-large.jpg
Toyota,Corolla,1999,,175,Manuelle,Diesel,"2 550 000
FCFA",Cocody,04/07,https://media.jumiadeals.com/ci_live/9f23c3ba195f00bde6bf37a.desktop-gallery-large.jpg
Mercedes,C -class,2004,,,Automatique,Essence,"4 500 000
FCFA",Koumassi,04/07,https://deals.jumia.ci/deals/images/placeholders/ve/cars.jpg
Peugeot,2008,2016,,670000,Automatique,Essence,"6 200 000
FCFA",2 Plateaux,04/07,https://media.jumiadeals.com/ci_live/d3a7bb4afc5f00bfa9353e6.desktop-gallery-large.jpg
Peugeot,406,2000,,230,Manuelle,Essence,"2 000 000
FCFA",Abobo,04/07,https://media.jumiadeals.com/ci_live/f2198d98415f00d1302b719.desktop-gallery-large.jpg
Suzuki,Alto,2018,,120000,Manuelle,Essence,"3 400 000
FCFA",Angré,06/07,https://media.jumiadeals.com/ci_live/e659eb7afc5f0300766f436.desktop-gallery-large.jpg
Toyota,Corolla,1999,,175,Manuelle,Diesel,"2 550 000
FCFA",Cocody,04/07,https://deals.jumia.ci/deals/images/placeholders/ve/cars.jpg
Mercedes,C -class,2013,,96000,Automatique,Essence,"14 000 000
FCFA",Cocody,04/07,https://media.jumiadeals.com/ci_live/e2dfe14a2a5f00c09697401.desktop-gallery-large.jpg
Peugeot,406,2000,,121000,Manuelle,Essence,"2 200 000
FCFA",2 Plateaux,04/07,https://media.jumiadeals.com/ci_live/80d99398275f00c3b2c0296.desktop-gallery-large.jpg
Honda,CR-V,2016,,,Automatique,Essence,"12 800 000
FCFA",Cocody,04/07,https://media.jumiadeals.com/ci_live/09f8b4c0c95f00be2c618c5.desktop-gallery-large.jpg
Hyundai,Tucson,2015,,41000,Automatique,Essence,"12 500 000
FCFA",Angré,06/07,https://media.jumiadeals.com/ci_live/9935d014f65f035764a9245.desktop-gallery-large.jpg
BMW,X3,2006,,190000,Automatique,Essence,"4 070 000
FCFA",Cocody,04/07,https://media.jumiadeals.com/ci_live/e085e8c3f55f008e78f0d62.desktop-gallery-large.jpg
Ford,Escape,2015,,124000,Automatique,Essence,"10 500 000
FCFA",2 Plateaux,04/07,https://media.jumiadeals.com/ci_live/3c8b1a6e745f00bdb261d79.desktop-gallery-large.jpg
Peugeot,406,2000,,202000,Manuelle,Essence,"2 400 000
FCFA",Cocody,01/07,https://media.jumiadeals.com/ci_live/60bc15ee625efc91083a0c4.desktop-gallery-large.jpg
Peugeot,406,2000,,230,Manuelle,Essence,"2 000 000
FCFA",Abobo,04/07,https://media.jumiadeals.com/ci_live/f2198d98415f00d1302b719.desktop-gallery-large.jpg
Honda,CR-V,2001,,179000,Automatique,Essence,"3 535 000
FCFA",Yopougon,04/07,https://media.jumiadeals.com/ci_live/9c10a7cee65f00a31deb655.desktop-gallery-large.jpg
BMW,3,2001,,147000,Manuelle,Essence,"3 250 000
FCFA",Yopougon,03/07,https://media.jumiadeals.com/ci_live/d97afa02625eff596473e3e.desktop-gallery-large.jpg
Peugeot,406,1999,,121000,Manuelle,Essence,"1 200 000
FCFA",2 Plateaux,04/07,https://media.jumiadeals.com/ci_live/d0e2e9d8c95f00c201db3a5.desktop-gallery-large.jpg
Suzuki,Alto,2018,,120000,Manuelle,Essence,"3 400 000
FCFA",Angré,06/07,https://media.jumiadeals.com/ci_live/e659eb7afc5f0300766f436.desktop-gallery-large.jpg
Toyota,Land Cruiser,2018,,,Automatique,Essence,"59 500 000
FCFA",Cocody,04/07,https://media.jumiadeals.com/ci_live/f2414afef95f00bcb91f174.desktop-gallery-large.jpg
Mazda,CX-7,2008,,107000,Automatique,Essence,"4 500 000
FCFA",Riviera,05/07,https://media.jumiadeals.com/ci_live/98f53d394f5f0247843c223.desktop-gallery-large.jpg
Great Wall,Haval H9,2017,,37000,Automatique,Essence,"16 500 000
FCFA",Abidjan,01/07,https://media.jumiadeals.com/ci_live/cf10c88aed5ef1d63a2f284.desktop-gallery-large.jpg
Toyota,Corolla,2000,,,,,"2 500 000
FCFA",Riviera,04/07,https://deals.jumia.ci/deals/images/placeholders/ve/cars.jpg
BMW,Série 3,1999,,175,Manuelle,Essence,"2 350 000
FCFA",Cocody,04/07,https://media.jumiadeals.com/ci_live/8833afec485f00b7b5945c9.desktop-gallery-large.jpg
Hyundai,Tucson,2011,,127000,Automatique,Essence,"9 550 000
FCFA",Angré,04/07,https://media.jumiadeals.com/ci_live/03e0f382675f00b026a0974.desktop-gallery-large.jpg
Ford,Focus,2000,,170,Automatique,Essence,"3 700 000
FCFA",2 Plateaux,04/07,https://deals.jumia.ci/deals/images/placeholders/ve/cars.jpg
Hyundai,Tucson,2015,,97000,Automatique,Essence,"9 895 000
FCFA",Marcory,04/07,https://media.jumiadeals.com/ci_live/7f3a361e5e5f00b4289c9b5.desktop-gallery-large.jpg
Great Wall,Haval H9,2017,,37000,Automatique,Essence,"16 500 000
FCFA",Abidjan,01/07,https://media.jumiadeals.com/ci_live/cf10c88aed5ef1d63a2f284.desktop-gallery-large.jpg
Ford,Escape,2015,,10000,Automatique,Essence,"10 500 000
FCFA",2 Plateaux,04/07,https://media.jumiadeals.com/ci_live/6995b060c05f00b377bd283.desktop-gallery-large.jpg
Ford,Focus,2000,,170,Automatique,Essence,"3 700 000
FCFA",2 Plateaux,04/07,https://deals.jumia.ci/deals/images/placeholders/ve/cars.jpg
Hyundai,Santa Fe,2017,,24000,Automatique,Essence,"16 500 000
FCFA",Anyama,03/07,https://media.jumiadeals.com/ci_live/7e6b5e457b5eff74248a2cb.desktop-gallery-large.jpg
Peugeot,406,2000,,202000,Manuelle,Essence,"2 400 000
FCFA",Cocody,01/07,https://media.jumiadeals.com/ci_live/60bc15ee625efc91083a0c4.desktop-gallery-large.jpg
Hyundai,Santa Fe,2017,,24000,Automatique,Essence,"16 500 000
FCFA",Anyama,03/07,https://media.jumiadeals.com/ci_live/7e6b5e457b5eff74248a2cb.desktop-gallery-large.jpg
Peugeot,406,2000,,230,Manuelle,Essence,"2 000 000
FCFA",Abobo,04/07,https://media.jumiadeals.com/ci_live/f2198d98415f00d1302b719.desktop-gallery-large.jpg
Autre,Autre,2006,,,Automatique,Diesel,"4 000 000
FCFA",Cocody,04/07,https://deals.jumia.ci/deals/images/placeholders/ve/cars.jpg
Honda,CR-V,2009,,80000,Automatique,Essence,"7 496 000
FCFA",Yopougon,04/07,https://media.jumiadeals.com/ci_live/7a643d3a945f00afaa8b091.desktop-gallery-large.jpg
